Location,Element,Start Time,End Time,Value
連江縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,24
連江縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,20
連江縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,23
連江縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
連江縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,20
連江縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,16
連江縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,18
連江縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,18
連江縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,20
連江縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,19
連江縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,21
連江縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,19
連江縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,21
連江縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,20
連江縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,20
連江縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,18
連江縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,18
連江縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,18
連江縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,16
連江縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,14
連江縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,14
連江縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,17
連江縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,17
連江縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,17
連江縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,18
連江縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,18
連江縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,18
連江縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,18
連江縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
連江縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,10
連江縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,20
連江縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,30
連江縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,70
連江縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,70
連江縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
連江縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
連江縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
連江縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
連江縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
連江縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
連江縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
連江縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
連江縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,陰時多雲短暫陣雨或雷雨
連江縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,陰短暫陣雨或雷雨
連江縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰短暫陣雨或雷雨
連江縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰短暫陣雨
連江縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,晴時多雲
連江縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,多雲短暫陣雨
連江縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,陰時多雲短暫陣雨
金門縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,28
金門縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,24
金門縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,28
金門縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,25
金門縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,25
金門縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,21
金門縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,23
金門縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,20
金門縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,24
金門縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,22
金門縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,25
金門縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,23
金門縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,27
金門縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,24
金門縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,24
金門縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,21
金門縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,21
金門縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,22
金門縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,21
金門縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,18
金門縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,18
金門縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,18
金門縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,18
金門縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,19
金門縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,20
金門縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,22
金門縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
金門縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,22
金門縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
金門縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,10
金門縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,20
金門縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,30
金門縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,50
金門縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,40
金門縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
金門縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
金門縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
金門縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
金門縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
金門縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
金門縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
金門縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
金門縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
金門縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
金門縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
金門縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,多雲時陰短暫陣雨或雷雨
金門縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,陰短暫陣雨或雷雨
金門縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰短暫陣雨或雷雨
金門縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰時多雲短暫陣雨
金門縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,多雲
金門縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,晴時多雲
金門縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
金門縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲時晴
金門縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,陰時多雲短暫陣雨
金門縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,陰時多雲短暫陣雨
金門縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,多雲
宜蘭縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,28
宜蘭縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,25
宜蘭縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,29
宜蘭縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,26
宜蘭縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,28
宜蘭縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,25
宜蘭縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,22
宜蘭縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,21
宜蘭縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,24
宜蘭縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,22
宜蘭縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,27
宜蘭縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,25
宜蘭縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,29
宜蘭縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,26
宜蘭縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,25
宜蘭縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,21
宜蘭縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,21
宜蘭縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,22
宜蘭縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,22
宜蘭縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,20
宜蘭縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,20
宜蘭縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,20
宜蘭縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,20
宜蘭縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,20
宜蘭縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,20
宜蘭縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,21
宜蘭縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
宜蘭縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,23
宜蘭縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,10
宜蘭縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,10
宜蘭縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,20
宜蘭縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
宜蘭縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,50
宜蘭縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,50
宜蘭縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
宜蘭縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
宜蘭縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
宜蘭縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
宜蘭縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
宜蘭縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,多雲時晴
宜蘭縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,多雲短暫陣雨或雷雨
宜蘭縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰短暫陣雨或雷雨
宜蘭縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰短暫陣雨
宜蘭縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,陰短暫陣雨
宜蘭縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,陰天
宜蘭縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,陰時多雲
宜蘭縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲
宜蘭縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,晴時多雲
宜蘭縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,晴午後短暫雷陣雨
宜蘭縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,多雲
新竹縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,29
新竹縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,25
新竹縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,30
新竹縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,27
新竹縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,27
新竹縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,24
新竹縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,22
新竹縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,21
新竹縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,26
新竹縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,24
新竹縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,28
新竹縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,25
新竹縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,29
新竹縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,26
新竹縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,25
新竹縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,20
新竹縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,20
新竹縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,23
新竹縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,23
新竹縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,19
新竹縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,19
新竹縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,19
新竹縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,19
新竹縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,20
新竹縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,20
新竹縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,21
新竹縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
新竹縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,22
新竹縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
新竹縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,0
新竹縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,0
新竹縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
新竹縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
新竹縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,50
新竹縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
新竹縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
新竹縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
新竹縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
新竹縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
新竹縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
新竹縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
新竹縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
新竹縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
新竹縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,多雲時晴
新竹縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,多雲時晴
新竹縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,晴時多雲
新竹縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,多雲短暫陣雨或雷雨
新竹縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰短暫陣雨或雷雨
新竹縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰短暫陣雨或雷雨
新竹縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,陰短暫陣雨或雷雨
新竹縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,陰時多雲
新竹縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
新竹縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲
新竹縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,晴時多雲
新竹縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,多雲
新竹縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,多雲
苗栗縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,29
苗栗縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,25
苗栗縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,30
苗栗縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,27
苗栗縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,28
苗栗縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,25
苗栗縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,22
苗栗縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,21
苗栗縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,26
苗栗縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,24
苗栗縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,28
苗栗縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,26
苗栗縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,30
苗栗縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,27
苗栗縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,25
苗栗縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,20
苗栗縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,20
苗栗縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,22
苗栗縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,22
苗栗縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,20
苗栗縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,20
苗栗縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,19
