Location,Element,Start Time,End Time,Value
苗栗縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,19
苗栗縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,21
苗栗縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,21
苗栗縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,22
苗栗縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
苗栗縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,23
苗栗縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
苗栗縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,0
苗栗縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,0
苗栗縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
苗栗縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
苗栗縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,40
苗栗縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
苗栗縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
苗栗縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
苗栗縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
苗栗縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
苗栗縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,晴時多雲
苗栗縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,多雲短暫陣雨或雷雨
苗栗縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰短暫陣雨或雷雨
苗栗縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰短暫陣雨或雷雨
苗栗縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,多雲短暫陣雨或雷雨
苗栗縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,多雲時晴
苗栗縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
苗栗縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲時陰
苗栗縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,晴時多雲
苗栗縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,多雲午後短暫雷陣雨
苗栗縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,多雲短暫陣雨
彰化縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,29
彰化縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,26
彰化縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,31
彰化縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,28
彰化縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,29
彰化縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,26
彰化縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,24
彰化縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,22
彰化縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,28
彰化縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,25
彰化縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,29
彰化縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,27
彰化縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,30
彰化縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,28
彰化縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,26
彰化縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,22
彰化縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,22
彰化縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,23
彰化縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,23
彰化縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,21
彰化縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,21
彰化縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,20
彰化縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,20
彰化縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,22
彰化縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,22
彰化縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,23
彰化縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,23
彰化縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,24
彰化縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
彰化縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,0
彰化縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,0
彰化縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
彰化縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
彰化縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,30
彰化縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
彰化縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
彰化縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
彰化縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
彰化縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
彰化縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
彰化縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
彰化縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
彰化縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,多雲短暫陣雨或雷雨
彰化縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰短暫陣雨或雷雨
彰化縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰時多雲短暫陣雨或雷雨
彰化縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,多雲短暫陣雨或雷雨
彰化縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲
彰化縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,晴時多雲
彰化縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,晴午後短暫雷陣雨
彰化縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,陰時多雲短暫陣雨
南投縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,30
南投縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,27
南投縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,32
南投縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,29
南投縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
南投縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,27
南投縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,24
南投縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,23
南投縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,29
南投縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,27
南投縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,30
南投縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,28
南投縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,31
南投縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,28
南投縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,27
南投縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,22
南投縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,22
南投縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,22
南投縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,22
南投縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,21
南投縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,21
南投縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,20
南投縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,20
南投縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,22
南投縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,22
南投縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,22
南投縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
南投縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,22
南投縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
南投縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,0
南投縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,10
南投縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
南投縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
南投縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,30
南投縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
南投縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
南投縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
南投縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
南投縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
南投縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
南投縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
南投縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
南投縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,多雲短暫陣雨或雷雨
南投縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰時多雲短暫陣雨或雷雨
南投縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰短暫陣雨或雷雨
南投縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,多雲短暫陣雨或雷雨
南投縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲
南投縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,晴時多雲
南投縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,晴午後短暫雷陣雨
南投縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,陰短暫陣雨
雲林縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,30
雲林縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,27
雲林縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,32
雲林縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,28
雲林縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
雲林縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,26
雲林縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,25
雲林縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,23
雲林縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,29
雲林縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,26
雲林縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,30
雲林縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,27
雲林縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,31
雲林縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,28
雲林縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,27
雲林縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,22
雲林縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,22
雲林縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,22
雲林縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,22
雲林縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,21
雲林縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,21
雲林縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,20
雲林縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,20
雲林縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,22
雲林縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,22
雲林縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,22
雲林縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
雲林縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,23
雲林縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
雲林縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,0
雲林縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,0
雲林縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
雲林縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,20
雲林縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,30
雲林縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
雲林縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
雲林縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
雲林縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
雲林縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
雲林縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
雲林縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
雲林縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
雲林縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
雲林縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
雲林縣,天氣現象,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,晴時多雲
雲林縣,天氣現象,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,晴時多雲
雲林縣,天氣現象,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,晴時多雲
雲林縣,天氣現象,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,陰時多雲短暫陣雨或雷雨
雲林縣,天氣現象,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,陰時多雲短暫陣雨或雷雨
雲林縣,天氣現象,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,多雲短暫陣雨或雷雨
雲林縣,天氣現象,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,多雲時晴
雲林縣,天氣現象,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,晴時多雲
雲林縣,天氣現象,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,多雲
雲林縣,天氣現象,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,多雲時晴
雲林縣,天氣現象,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,晴午後短暫雷陣雨
雲林縣,天氣現象,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,多雲短暫陣雨
嘉義縣,最高溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,30
嘉義縣,最高溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,27
嘉義縣,最高溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,32
嘉義縣,最高溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,29
嘉義縣,最高溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,30
嘉義縣,最高溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,27
嘉義縣,最高溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,26
嘉義縣,最高溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,24
嘉義縣,最高溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,29
嘉義縣,最高溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,26
嘉義縣,最高溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,30
嘉義縣,最高溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,27
嘉義縣,最高溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,30
嘉義縣,最高溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,28
嘉義縣,最低溫度,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,27
嘉義縣,最低溫度,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,21
嘉義縣,最低溫度,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,21
嘉義縣,最低溫度,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,22
嘉義縣,最低溫度,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,22
嘉義縣,最低溫度,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,21
嘉義縣,最低溫度,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,21
嘉義縣,最低溫度,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,20
嘉義縣,最低溫度,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,20
嘉義縣,最低溫度,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,22
嘉義縣,最低溫度,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,22
嘉義縣,最低溫度,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,22
嘉義縣,最低溫度,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,22
嘉義縣,最低溫度,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,24
嘉義縣,12小時降雨機率,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,0
嘉義縣,12小時降雨機率,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,0
嘉義縣,12小時降雨機率,2026-04-28T06:00:00+08:00,2026-04-28T18:00:00+08:00,10
嘉義縣,12小時降雨機率,2026-04-28T18:00:00+08:00,2026-04-29T06:00:00+08:00,20
嘉義縣,12小時降雨機率,2026-04-29T06:00:00+08:00,2026-04-29T18:00:00+08:00,20
嘉義縣,12小時降雨機率,2026-04-29T18:00:00+08:00,2026-04-30T06:00:00+08:00,30
嘉義縣,12小時降雨機率,2026-04-30T06:00:00+08:00,2026-04-30T18:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-04-30T18:00:00+08:00,2026-05-01T06:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-05-01T06:00:00+08:00,2026-05-01T18:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-05-01T18:00:00+08:00,2026-05-02T06:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-05-02T06:00:00+08:00,2026-05-02T18:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-05-02T18:00:00+08:00,2026-05-03T06:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-05-03T06:00:00+08:00,2026-05-03T18:00:00+08:00,-
嘉義縣,12小時降雨機率,2026-05-03T18:00:00+08:00,2026-05-04T06:00:00+08:00,-
嘉義縣,天氣現象,2026-04-27T12:00:00+08:00,2026-04-27T18:00:00+08:00,晴時多雲
嘉義縣,天氣現象,2026-04-27T18:00:00+08:00,2026-04-28T06:00:00+08:00,晴時多雲
